Raw Angle, Time
2425, 1388
2426, 1389
2426, 1390
2426, 1391
2425, 1392
2425, 1393
2426, 1394
2426, 1395
2426, 1396
2426, 1397
2426, 1398
2426, 1399
2426, 1400
2425, 1401
2426, 1402
2426, 1403
2426, 1404
2425, 1405
2425, 1406
2425, 1407
2425, 1408
2426, 1409
2426, 1410
2425, 1411
2425, 1412
2425, 1413
2425, 1414
2426, 1415
2426, 1416
2425, 1417
2425, 1418
2425, 1419
2425, 1420
2426, 1421
2426, 1422
2425, 1423
2426, 1424
2426, 1425
2426, 1426
2425, 1427
2425, 1428
2426, 1429
2426, 1430
2426, 1431
2426, 1432
2426, 1433
2426, 1434
2426, 1435
2426, 1436
2425, 1437
2426, 1438
2426, 1439
2425, 1440
2425, 1441
2425, 1442
2426, 1443
2425, 1444
2425, 1445
2425, 1446
2425, 1447
2426, 1448
2425, 1449
2426, 1450
2426, 1451
2426, 1452
2425, 1453
2425, 1454
2425, 1455
2426, 1456
2425, 1457
2425, 1458
2426, 1459
2427, 1460
2426, 1461
2426, 1462
2426, 1463
2426, 1464
2426, 1465
2426, 1466
2426, 1467
2426, 1468
2426, 1469
2426, 1470
2426, 1471
2426, 1472
2425, 1473
2426, 1474
2426, 1475
2425, 1476
2426, 1477
2425, 1478
2425, 1479
2425, 1480
2425, 1481
2425, 1482
2426, 1483
2426, 1484
2426, 1485
2425, 1486
2425, 1487
2426, 1488
2425, 1489
2425, 1490
2426, 1491
2426, 1492
2426, 1493
2425, 1494
2425, 1495
2425, 1496
2425, 1497
2426, 1498
2426, 1499
2426, 1500
2426, 1501
2426, 1502
2426, 1503
2426, 1504
2426, 1505
2425, 1506
2425, 1507
2425, 1508
2425, 1509
2425, 1510
2426, 1511
2425, 1512
2425, 1513
2426, 1514
2426, 1515
2426, 1516
2426, 1517
2426, 1518
2425, 1519
2426, 1520
2426, 1521
2426, 1522
2426, 1523
2425, 1524
2425, 1525
2425, 1526
2426, 1527
2426, 1528
2426, 1529
2426, 1530
2425, 1531
2426, 1532
2426, 1533
2426, 1534
2426, 1535
2425, 1536
2426, 1537
2426, 1538
2426, 1539
2426, 1540
2425, 1541
2426, 1542
2426, 1543
2426, 1544
2426, 1545
2425, 1546
2425, 1547
2425, 1548
2425, 1549
2426, 1550
2426, 1551
2425, 1552
2425, 1553
2426, 1554
2426, 1555
2425, 1556
2425, 1557
2426, 1558
2425, 1559
2426, 1560
2426, 1561
2426, 1562
2425, 1563
2425, 1564
2426, 1565
2426, 1566
2425, 1567
2425, 1568
2425, 1569
2426, 1570
2425, 1571
2425, 1572
2426, 1573
2426, 1574
2425, 1575
2425, 1576
2426, 1577
2426, 1578
2425, 1579
2425, 1580
2425, 1581
2425, 1582
2425, 1583
2425, 1584
2425, 1585
2425, 1586
2425, 1587
2425, 1588
2426, 1589
2425, 1590
2425, 1591
2425, 1592
2425, 1593
2426, 1594
2426, 1595
2425, 1596
2425, 1597
2426, 1598
2426, 1599
2426, 1600
2426, 1601
2425, 1602
2425, 1603
2426, 1604
2426, 1605
2426, 1606
2426, 1607
2425, 1608
2425, 1609
2425, 1610
2425, 1611
2426, 1612
2426, 1613
2426, 1614
2426, 1615
2426, 1616
2425, 1617
2426, 1618
2425, 1619
2425, 1620
2426, 1621
2426, 1622
2426, 1623
2426, 1624
2425, 1625
2425, 1626
2426, 1627
2426, 1628
2425, 1629
2425, 1630
2426, 1631
2426, 1632
2426, 1633
2426, 1634
2425, 1635
2425, 1636
2426, 1637
2426, 1638
2426, 1639
2425, 1640
2424, 1641
2425, 1642
2425, 1643
2425, 1644
2426, 1645
2426, 1646
2426, 1647
2426, 1648
2426, 1649
2425, 1650
2425, 1651
2425, 1652
2425, 1653
2425, 1654
2426, 1655
2426, 1656
2426, 1657
2426, 1658
2426, 1659
2426, 1660
2426, 1661
2425, 1662
2425, 1663
2426, 1664
2425, 1665
2426, 1666
2426, 1667
2426, 1668
2426, 1669
2426, 1670
2425, 1671
2426, 1672
2426, 1673
2426, 1674
2425, 1675
2425, 1676
2425, 1677
2425, 1678
2425, 1679
2426, 1680
2425, 1681
2425, 1682
2425, 1683
2426, 1684
2426, 1685
2426, 1686
2425, 1687
2426, 1688
2426, 1689
2426, 1690
2425, 1691
2425, 1692
2426, 1693
2426, 1694
2425, 1695
2425, 1696
2426, 1697
2426, 1698
2425, 1699
2425, 1700
2425, 1701
2426, 1702
2425, 1703
2425, 1704
2426, 1705
2425, 1706
2425, 1707
2425, 1708
2425, 1709
2426, 1710
2426, 1711
2426, 1712
2426, 1713
2426, 1714
2426, 1715
2426, 1716
2426, 1717
2425, 1718
2426, 1719
2426, 1720
2426, 1721
2425, 1722
2426, 1723
2427, 1724
2426, 1725
2426, 1726
2427, 1727
2427, 1728
2426, 1729
2426, 1730
2426, 1731
2426, 1732
2426, 1733
2426, 1734
2426, 1735
2425, 1736
2426, 1737
2425, 1738
2425, 1739
2425, 1740
2425, 1741
2425, 1742
2425, 1743
2425, 1744
2426, 1745
2426, 1746
2426, 1747
2426, 1748
2426, 1749
2426, 1750
2426, 1751
2426, 1752
2425, 1753
2426, 1754
2426, 1755
2426, 1756
2426, 1757
2425, 1758
2426, 1759
2426, 1760
2426, 1761
2426, 1762
2426, 1763
2426, 1764
2426, 1765
2425, 1766
2425, 1767
2426, 1768
2426, 1769
2425, 1770
2425, 1771
2426, 1772
2426, 1773
2426, 1774
2426, 1775
2426, 1776
2426, 1777
2426, 1778
2426, 1779
2425, 1780
2425, 1781
2425, 1782
2426, 1783
2426, 1784
2425, 1785
2425, 1786
2425, 1787
2425, 1788
2425, 1789
2426, 1790
2425, 1791
2425, 1792
2426, 1793
2425, 1794
2426, 1795
2426, 1796
2426, 1797
2426, 1798
2426, 1799
2426, 1800
2427, 1801
2426, 1802
2426, 1803
2426, 1804
2426, 1805
2426, 1806
2426, 1807
2425, 1808
2425, 1809
2426, 1810
2426, 1811
2425, 1812
2425, 1813
2424, 1814
2424, 1815
2425, 1816
2426, 1817
2426, 1818
2426, 1819
2426, 1820
2425, 1821
2426, 1822
2425, 1823
2425, 1824
2426, 1825
2426, 1826
2425, 1827
2425, 1828
2425, 1829
2426, 1830
2426, 1831
2426, 1832
2426, 1833
2426, 1834
2426, 1835
2425, 1836
2426, 1837
2426, 1838
2425, 1839
2425, 1840
2426, 1841
2426, 1842
2426, 1843
2426, 1844
2425, 1845
2425, 1846
2426, 1847
2426, 1848
2426, 1849
2425, 1850
2426, 1851
2426, 1852
2426, 1853
2426, 1854
2426, 1855
2425, 1856
2425, 1857
2425, 1858
2426, 1859
2425, 1860
2425, 1861
2427, 1862
2426, 1863
2425, 1864
2425, 1865
2425, 1866
2425, 1867
2425, 1868
2425, 1869
2426, 1870
2426, 1871
2426, 1872
2426, 1873
2425, 1874
2425, 1875
2425, 1876
2425, 1877
2425, 1878
2426, 1879
2426, 1880
2426, 1881
2426, 1882
2425, 1883
2425, 1884
2426, 1885
2426, 1886
2426, 1887
2426, 1888
2426, 1889
2425, 1890
2425, 1891
2425, 1892
2425, 1893
2425, 1894
2426, 1895
2426, 1896
2425, 1897
2425, 1898
2425, 1899
2425, 1900
2426, 1901
2425, 1902
2425, 1903
2425, 1904
2426, 1905
2425, 1906
2425, 1907
2425, 1908
2425, 1909
2425, 1910
2425, 1911
2426, 1912
2426, 1913
2426, 1914
2425, 1915
2426, 1916
2426, 1917
2426, 1918
2426, 1919
2426, 1920
2425, 1921
2426, 1922
2426, 1923
2426, 1924
2426, 1925
2426, 1926
2426, 1927
2426, 1928
2425, 1929
2425, 1930
2425, 1931
2425, 1932
2426, 1933
2425, 1934
2425, 1935
2425, 1936
2426, 1937
2426, 1938
2426, 1939
2426, 1940
2426, 1941
2426, 1942
2425, 1943
2425, 1944
2425, 1945
2426, 1946
2426, 1947
2426, 1948
2426, 1949
2425, 1950
2425, 1951
2426, 1952
2426, 1953
2426, 1954
2426, 1955
2426, 1956
2426, 1957
2425, 1958
2425, 1959
2425, 1960
2425, 1961
2426, 1962
2426, 1963
2425, 1964
2426, 1965
2426, 1966
2425, 1967
2425, 1968
2425, 1969
2426, 1970
2426, 1971
2425, 1972
2425, 1973
2425, 1974
2426, 1975
2426, 1976
2425, 1977
2426, 1978
2426, 1979
2425, 1980
2425, 1981
2425, 1982
2426, 1983
2426, 1984
2426, 1985
2426, 1986
2426, 1987
2426, 1988
2426, 1989
2426, 1990
2426, 1991
2426, 1992
2425, 1993
2425, 1994
2425, 1995
2426, 1996
2426, 1997
2426, 1998
2426, 1999
2425, 2000
2425, 2001
2425, 2002
2425, 2003
2425, 2004
2426, 2005
2426, 2006
2425, 2007
2426, 2008
2426, 2009
2426, 2010
2426, 2011
2426, 2012
2426, 2013
2426, 2014
2425, 2015
2425, 2016
2425, 2017
2426, 2018
2425, 2019
2425, 2020
2426, 2021
2426, 2022
2425, 2023
2425, 2024
2426, 2025
2425, 2026
2425, 2027
2426, 2028
2426, 2029
2425, 2030
2425, 2031
2425, 2032
2425, 2033
2425, 2034
2425, 2035
2425, 2036
2426, 2037
2426, 2038
2426, 2039
2426, 2040
2426, 2041
2426, 2042
2425, 2043
2425, 2044
2425, 2045
2426, 2046
2426, 2047
2426, 2048
2425, 2049
2425, 2050
2426, 2051
2426, 2052
2426, 2053
2426, 2054
2425, 2055
2426, 2056
2426, 2057
2426, 2058
2426, 2059
2426, 2060
2425, 2061
2426, 2062
2426, 2063
2426, 2064
2426, 2065
2426, 2066
2427, 2067
2426, 2068
2426, 2069
2426, 2070
2426, 2071
2426, 2072
2426, 2073
2426, 2074
2426, 2075
2426, 2076
2426, 2077
2426, 2078
2426, 2079
2426, 2080
2425, 2081
2425, 2082
2426, 2083
2426, 2084
2426, 2085
2426, 2086
2425, 2087
2426, 2088
2426, 2089
2426, 2090
2425, 2091
2425, 2092
2425, 2093
2426, 2094
2426, 2095
2426, 2096
2426, 2097
2425, 2098
2426, 2099
2425, 2100
2425, 2101
2425, 2102
2426, 2103
2426, 2104
2426, 2105
2426, 2106
2426, 2107
2426, 2108
2425, 2109
2425, 2110
2426, 2111
2426, 2112
2425, 2113
2425, 2114
2425, 2115
2425, 2116
2426, 2117
2426, 2118
2426, 2119
2425, 2120
2425, 2121
2425, 2122
2425, 2123
2425, 2124
2425, 2125
2426, 2126
2426, 2127
2426, 2128
2426, 2129
2426, 2130
2426, 2131
2426, 2132
2426, 2133
2426, 2134
2426, 2135
2426, 2136
2426, 2137
2426, 2138
2425, 2139
2426, 2140
2426, 2141
2426, 2142
2426, 2143
2426, 2144
2426, 2145
2425, 2146
2426, 2147
2425, 2148
2425, 2149
2425, 2150
2425, 2151
2425, 2152
2425, 2153
2425, 2154
2426, 2155
2426, 2156
2426, 2157
2426, 2158
2426, 2159
2426, 2160
2426, 2161
2425, 2162
2426, 2163
2425, 2164
2425, 2165
2426, 2166
2426, 2167
2425, 2168
2426, 2169
2427, 2170
2426, 2171
2426, 2172
2426, 2173
2426, 2174
2426, 2175
2425, 2176
2425, 2177
2426, 2178
2426, 2179
2425, 2180
2426, 2181
2426, 2182
2426, 2183
2426, 2184
2426, 2185
2426, 2186
2426, 2187
2426, 2188
2426, 2189
2426, 2190
2426, 2191
2426, 2192
2425, 2193
2425, 2194
2425, 2195
2425, 2196
2425, 2197
2426, 2198
2426, 2199
2426, 2200
2426, 2201
2426, 2202
2426, 2203
2425, 2204
2425, 2205
2426, 2206
2425, 2207
2425, 2208
2426, 2209
2426, 2210
2426, 2211
2426, 2212
2425, 2213
2425, 2214
2426, 2215
2426, 2216
2426, 2217
2426, 2218
2425, 2219
2425, 2220
2425, 2221
2425, 2222
2425, 2223
2425, 2224
2425, 2225
2426, 2226
2426, 2227
2425, 2228
2425, 2229
2425, 2230
2425, 2231
2426, 2232
2426, 2233
2425, 2234
2425, 2235
2425, 2236
2425, 2237
2425, 2238
2426, 2239
2426, 2240
2425, 2241
2425, 2242
2426, 2243
2426, 2244
2426, 2245
2426, 2246
2426, 2247
2426, 2248
2426, 2249
2425, 2250
2426, 2251
2426, 2252
2426, 2253
2426, 2254
2425, 2255
2425, 2256
2426, 2257
2426, 2258
2425, 2259
2425, 2260
2425, 2261
2426, 2262
2426, 2263
2426, 2264
2426, 2265
2426, 2266
2426, 2267
2426, 2268
2426, 2269
2426, 2270
2426, 2271
2426, 2272
2426, 2273
2426, 2274
2426, 2275
2426, 2276
2426, 2277
2426, 2278
2426, 2279
2425, 2280
2426, 2281
2426, 2282
2426, 2283
2425, 2284
2426, 2285
2426, 2286
2426, 2287
2425, 2288
2425, 2289
2425, 2290
2425, 2291
2425, 2292
2426, 2293
2426, 2294
2425, 2295
2425, 2296
2426, 2297
2426, 2298
2426, 2299
2425, 2300
2426, 2301
2426, 2302
2425, 2303
2426, 2304
2426, 2305
2425, 2306
2425, 2307
2426, 2308
2425, 2309
2426, 2310
2426, 2311
2426, 2312
2426, 2313
2425, 2314
2426, 2315
2426, 2316
2426, 2317
2426, 2318
2426, 2319
2425, 2320
2425, 2321
2426, 2322
2426, 2323
2425, 2324
2425, 2325
2425, 2326
2425, 2327
2425, 2328
2425, 2329
2426, 2330
2426, 2331
2426, 2332
2426, 2333
2426, 2334
2426, 2335
2426, 2336
2425, 2337
2425, 2338
2426, 2339
2426, 2340
2426, 2341
2426, 2342
2426, 2343
2425, 2344
2426, 2345
2426, 2346
2425, 2347
2426, 2348
2426, 2349
2426, 2350
2425, 2351
2426, 2352
2426, 2353
2426, 2354
2426, 2355
2426, 2356
2426, 2357
2426, 2358
2425, 2359
2425, 2360
2425, 2361
2425, 2362
2426, 2363
2425, 2364
2425, 2365
2426, 2366
2426, 2367
2425, 2368
2425, 2369
2426, 2370
2426, 2371
2426, 2372
2425, 2373
2426, 2374
2426, 2375
2425, 2376
2426, 2377
2426, 2378
2426, 2379
2426, 2380
2426, 2381
2425, 2382
2426, 2383
2426, 2384
2426, 2385
2426, 2386
2425, 2387
2425, 2388
2426, 2389
2426, 2390
2426, 2391
2426, 2392
2426, 2393
2426, 2394
2426, 2395
2426, 2396
2426, 2397
2425, 2398
2425, 2399
2426, 2400
2426, 2401
2426, 2402
2426, 2403
2426, 2404
2425, 2405
2425, 2406
2425, 2407
2426, 2408
2426, 2409
2426, 2410
2426, 2411
2426, 2412
2425, 2413
2426, 2414
2425, 2415
2425, 2416
2425, 2417
2425, 2418
2426, 2419
2426, 2420
2425, 2421
2425, 2422
2425, 2423
2425, 2424
2425, 2425
2426, 2426
2425, 2427
2425, 2428
2425, 2429
2426, 2430
2426, 2431
2425, 2432
2426, 2433
2426, 2434
2427, 2435
2426, 2436
2426, 2437
2426, 2438
2426, 2439
2426, 2440
2426, 2441
2426, 2442
2427, 2443
2426, 2444
2425, 2445
2425, 2446
2425, 2447
2426, 2448
2426, 2449
2426, 2450
2425, 2451
2426, 2452
2427, 2453
2426, 2454
2426, 2455
2425, 2456
2425, 2457
2426, 2458
2426, 2459
2425, 2460
2425, 2461
2426, 2462
2425, 2463
2425, 2464
2426, 2465
2426, 2466
2426, 2467
2425, 2468
2426, 2469
2426, 2470
2426, 2471
2426, 2472
2426, 2473
2426, 2474
2425, 2475
2425, 2476
2425, 2477
2425, 2478
2425, 2479
2426, 2480
2426, 2481
2426, 2482
2426, 2483
2426, 2484
2426, 2485
2426, 2486
2425, 2487
2425, 2488
2426, 2489
2426, 2490
2425, 2491
2425, 2492
2426, 2493
2426, 2494
2426, 2495
2426, 2496
2426, 2497
2426, 2498
2425, 2499
2425, 2500
2425, 2501
2425, 2502
2425, 2503
2425, 2504
2425, 2505
2426, 2506
2426, 2507
2426, 2508
2426, 2509
2426, 2510
2426, 2511
2426, 2512
2426, 2513
2426, 2514
2426, 2515
2426, 2516
2426, 2517
2426, 2518
2426, 2519
2425, 2520
2426, 2521
2426, 2522
2426, 2523
2425, 2524
2425, 2525
2425, 2526
2425, 2527
2425, 2528
2425, 2529
2426, 2530
2426, 2531
2426, 2532
2426, 2533
2425, 2534
2426, 2535
2425, 2536
2425, 2537
2426, 2538
2426, 2539
2425, 2540
2426, 2541
2426, 2542
2426, 2543
2425, 2544
2425, 2545
2425, 2546
2425, 2547
2426, 2548
2426, 2549
2425, 2550
2425, 2551
2425, 2552
2425, 2553
2425, 2554
2426, 2555
2426, 2556
2426, 2557
2425, 2558
2426, 2559
2426, 2560
2426, 2561
2426, 2562
2426, 2563
2426, 2564
2426, 2565
2426, 2566
2426, 2567
2426, 2568
2425, 2569
2426, 2570
2426, 2571
2425, 2572
2425, 2573
2425, 2574
2425, 2575
2426, 2576
2426, 2577
2426, 2578
2426, 2579
2426, 2580
2426, 2581
2426, 2582
2426, 2583
2426, 2584
2426, 2585
2425, 2586
2426, 2587
2425, 2588
2425, 2589
2426, 2590
2425, 2591
2425, 2592
2426, 2593
2426, 2594
2426, 2595
2425, 2596
2425, 2597
2426, 2598
2426, 2599
2426, 2600
2426, 2601
2426, 2602
2425, 2603
2426, 2604
2426, 2605
2426, 2606
2425, 2607
2425, 2608
2426, 2609
2426, 2610
2426, 2611
2426, 2612
2426, 2613
2426, 2614
2426, 2615
2425, 2616
2426, 2617
2426, 2618
2425, 2619
2425, 2620
2426, 2621
2426, 2622
2426, 2623
2426, 2624
2425, 2625
2426, 2626
2426, 2627
2426, 2628
2425, 2629
2425, 2630
2425, 2631
2425, 2632
2425, 2633
2425, 2634
2426, 2635
2425, 2636
2425, 2637
2425, 2638
2426, 2639
2426, 2640
2426, 2641
2425, 2642
2426, 2643
2426, 2644
2426, 2645
2426, 2646
2425, 2647
2425, 2648
2425, 2649
2426, 2650
2426, 2651
2426, 2652
2426, 2653
2426, 2654
2426, 2655
2426, 2656
2425, 2657
2425, 2658
2426, 2659
2426, 2660
2426, 2661
2425, 2662
2426, 2663
2426, 2664
2426, 2665
2426, 2666
2426, 2667
2426, 2668
2426, 2669
2425, 2670
2425, 2671
2426, 2672
2425, 2673
2426, 2674
2425, 2675
2425, 2676
2426, 2677
2426, 2678
2426, 2679
2426, 2680
2426, 2681
2426, 2682
2426, 2683
2425, 2684
2425, 2685
2426, 2686
2426, 2687
2426, 2688
2426, 2689
2426, 2690
2426, 2691
2426, 2692
2426, 2693
2426, 2694
2426, 2695
2425, 2696
2426, 2697
2426, 2698
2426, 2699
2425, 2700
2425, 2701
2425, 2702
2426, 2703
2426, 2704
2425, 2705
2425, 2706
2426, 2707
2426, 2708
2426, 2709
2426, 2710
2426, 2711
2426, 2712
2426, 2713
2426, 2714
2426, 2715
2426, 2716
2426, 2717
2425, 2718
2425, 2719
2425, 2720
2426, 2721
2426, 2722
2426, 2723
2425, 2724
2426, 2725
2426, 2726
2426, 2727
2426, 2728
2426, 2729
2426, 2730
2426, 2731
2426, 2732
2426, 2733
2426, 2734
2426, 2735
2426, 2736
2426, 2737
2425, 2738
2425, 2739
2426, 2740
2426, 2741
2426, 2742
2425, 2743
2425, 2744
2425, 2745
2426, 2746
2426, 2747
2426, 2748
2426, 2749
2426, 2750
2425, 2751
2426, 2752
2425, 2753
2425, 2754
2425, 2755
2425, 2756
2426, 2757
2426, 2758
2425, 2759
2425, 2760
2426, 2761
2426, 2762
2427, 2763
2426, 2764
2425, 2765
2425, 2766
2425, 2767
2425, 2768
2426, 2769
2426, 2770
2425, 2771
2426, 2772
2426, 2773
2426, 2774
2426, 2775
2426, 2776
2426, 2777
2426, 2778
2426, 2779
2426, 2780
2426, 2781
2425, 2782
2425, 2783
2426, 2784
2426, 2785
2426, 2786
2426, 2787
2425, 2788
2426, 2789
2426, 2790
2426, 2791
2426, 2792
2426, 2793
2426, 2794
2426, 2795
2426, 2796
2425, 2797
2425, 2798
2426, 2799
2426, 2800
2426, 2801
2426, 2802
2427, 2803
2426, 2804
2426, 2805
2426, 2806
2426, 2807
2425, 2808
2426, 2809
2426, 2810
2427, 2811
2426, 2812
2426, 2813
2426, 2814
2426, 2815
2426, 2816
2425, 2817
2425, 2818
2425, 2819
2426, 2820
2426, 2821
2426, 2822
2426, 2823
2426, 2824
2425, 2825
2425, 2826
2425, 2827
2425, 2828
2425, 2829
2425, 2830
2425, 2831
2425, 2832
2426, 2833
2426, 2834
2426, 2835
2426, 2836
2425, 2837
2426, 2838
2426, 2839
2426, 2840
2425, 2841
2425, 2842
2426, 2843
2426, 2844
2425, 2845
2425, 2846
2426, 2847
2425, 2848
2425, 2849
2426, 2850
2426, 2851
2425, 2852
2425, 2853
2425, 2854
2426, 2855
2425, 2856
2425, 2857
2426, 2858
2426, 2859
2426, 2860
2426, 2861
2426, 2862
2426, 2863
2426, 2864
2426, 2865
2426, 2866
2426, 2867
2426, 2868
2426, 2869
2426, 2870
2426, 2871
2425, 2872
2425, 2873
2425, 2874
2426, 2875
2426, 2876
2426, 2877
2427, 2878
2426, 2879
2426, 2880
2426, 2881
2425, 2882
2425, 2883
2425, 2884
2426, 2885
2426, 2886
2426, 2887
2426, 2888
2426, 2889
2426, 2890
2426, 2891
2425, 2892
2426, 2893
2426, 2894
2425, 2895
2425, 2896
2426, 2897
2425, 2898
2425, 2899
2425, 2900
2426, 2901
2426, 2902
2425, 2903
2425, 2904
2425, 2905
2426, 2906
2426, 2907
2425, 2908
2426, 2909
2426, 2910
2426, 2911
2426, 2912
2426, 2913
2426, 2914
2426, 2915
2426, 2916
2426, 2917
2426, 2918
2426, 2919
