Raw Angle, Time
3212, 4599
3211, 4600
3206, 4601
3193, 4602
3176, 4603
3167, 4604
3156, 4605
3146, 4606
3135, 4607
3121, 4608
3110, 4609
3100, 4610
3089, 4611
3076, 4612
3066, 4613
3055, 4614
3043, 4615
3034, 4616
3022, 4617
3010, 4618
2999, 4619
2989, 4620
2976, 4621
2965, 4622
2956, 4623
2945, 4624
2932, 4625
2922, 4626
2911, 4627
2898, 4628
2890, 4629
2877, 4630
2866, 4631
2853, 4632
2844, 4633
2832, 4634
2821, 4635
2810, 4636
2798, 4637
2788, 4638
2775, 4639
2765, 4640
2753, 4641
2741, 4642
2731, 4643
2720, 4644
2707, 4645
2694, 4646
2684, 4647
2673, 4648
2659, 4649
2650, 4650
2638, 4651
2626, 4652
2613, 4653
2605, 4654
2591, 4655
2578, 4656
2568, 4657
2554, 4658
2542, 4659
2530, 4660
2519, 4661
2507, 4662
2494, 4663
2483, 4664
2470, 4665
2458, 4666
2444, 4667
2433, 4668
2420, 4669
2406, 4670
2395, 4671
2381, 4672
2367, 4673
2357, 4674
2343, 4675
2330, 4676
2319, 4677
2305, 4678
2290, 4679
2280, 4680
2266, 4681
2256, 4682
2259, 4683
2261, 4684
2257, 4685
2257, 4686
2262, 4687
2259, 4688
2257, 4689
2260, 4690
2260, 4691
2258, 4692
2259, 4693
2258, 4694
2257, 4695
2258, 4696
2259, 4697
2258, 4698
2259, 4699
2259, 4700
2258, 4701
2258, 4702
2259, 4703
2259, 4704
2259, 4705
2260, 4706
2259, 4707
2258, 4708
2259, 4709
2259, 4710
2259, 4711
2259, 4712
2258, 4713
2258, 4714
2259, 4715
2259, 4716
2259, 4717
2259, 4718
2260, 4719
2259, 4720
2259, 4721
2259, 4722
2259, 4723
2259, 4724
2259, 4725
2258, 4726
2258, 4727
2259, 4728
2259, 4729
2259, 4730
2259, 4731
2258, 4732
2259, 4733
2259, 4734
2258, 4735
2258, 4736
2259, 4737
2258, 4738
2258, 4739
2258, 4740
2258, 4741
2258, 4742
2258, 4743
2259, 4744
2259, 4745
2259, 4746
2259, 4747
2259, 4748
2259, 4749
2259, 4750
2258, 4751
2259, 4752
2259, 4753
2259, 4754
2259, 4755
2258, 4756
2258, 4757
2259, 4758
2258, 4759
2258, 4760
2259, 4761
2259, 4762
2259, 4763
2259, 4764
2259, 4765
2258, 4766
2259, 4767
2259, 4768
2259, 4769
2258, 4770
2258, 4771
2258, 4772
2259, 4773
2259, 4774
2259, 4775
2259, 4776
2259, 4777
2258, 4778
2258, 4779
2258, 4780
2259, 4781
2259, 4782
2259, 4783
2259, 4784
2259, 4785
2258, 4786
2259, 4787
2259, 4788
2258, 4789
2258, 4790
2258, 4791
2259, 4792
2259, 4793
2258, 4794
2258, 4795
2258, 4796
2258, 4797
2259, 4798
2259, 4799
2259, 4800
2259, 4801
2259, 4802
2259, 4803
2259, 4804
2258, 4805
2259, 4806
2259, 4807
2259, 4808
2260, 4809
2260, 4810
2259, 4811
2259, 4812
2259, 4813
2259, 4814
2260, 4815
2259, 4816
2259, 4817
2259, 4818
2259, 4819
2260, 4820
2259, 4821
2258, 4822
2259, 4823
2259, 4824
2258, 4825
2259, 4826
2259, 4827
2259, 4828
2259, 4829
2259, 4830
2259, 4831
2259, 4832
2258, 4833
2258, 4834
2259, 4835
2259, 4836
2259, 4837
2259, 4838
2259, 4839
2259, 4840
2259, 4841
2259, 4842
2259, 4843
2258, 4844
2258, 4845
2258, 4846
2259, 4847
2259, 4848
2258, 4849
2258, 4850
2259, 4851
2259, 4852
2259, 4853
2259, 4854
2258, 4855
2259, 4856
2259, 4857
2259, 4858
2259, 4859
2258, 4860
2259, 4861
2259, 4862
2258, 4863
2258, 4864
2259, 4865
2258, 4866
2259, 4867
2259, 4868
2259, 4869
2258, 4870
2259, 4871
2259, 4872
2259, 4873
2259, 4874
2259, 4875
2259, 4876
2259, 4877
2259, 4878
2259, 4879
2259, 4880
2260, 4881
2258, 4882
2258, 4883
2258, 4884
2259, 4885
2259, 4886
2259, 4887
2259, 4888
2259, 4889
2259, 4890
2259, 4891
2259, 4892
2259, 4893
2259, 4894
2259, 4895
2259, 4896
2259, 4897
2259, 4898
2259, 4899
2259, 4900
2259, 4901
2259, 4902
2259, 4903
2259, 4904
2259, 4905
2259, 4906
2259, 4907
2259, 4908
2259, 4909
2259, 4910
2258, 4911
2258, 4912
2259, 4913
2259, 4914
2259, 4915
2259, 4916
2259, 4917
2259, 4918
2259, 4919
2258, 4920
2258, 4921
2259, 4922
2259, 4923
2259, 4924
2259, 4925
2259, 4926
2259, 4927
2259, 4928
2259, 4929
2258, 4930
2259, 4931
2259, 4932
2258, 4933
2259, 4934
2259, 4935
2259, 4936
2259, 4937
2259, 4938
2258, 4939
2258, 4940
2258, 4941
2259, 4942
2259, 4943
2258, 4944
2258, 4945
2258, 4946
2259, 4947
2259, 4948
2259, 4949
2259, 4950
2259, 4951
2259, 4952
2259, 4953
2258, 4954
2258, 4955
2259, 4956
2259, 4957
2259, 4958
2259, 4959
2259, 4960
2259, 4961
2259, 4962
2259, 4963
2259, 4964
2259, 4965
2259, 4966
2259, 4967
2259, 4968
2259, 4969
2259, 4970
2259, 4971
2258, 4972
2258, 4973
2259, 4974
2259, 4975
2259, 4976
2259, 4977
2259, 4978
2258, 4979
2259, 4980
2259, 4981
2259, 4982
2259, 4983
2259, 4984
2259, 4985
2259, 4986
2258, 4987
2259, 4988
2259, 4989
2259, 4990
2259, 4991
2259, 4992
2259, 4993
2259, 4994
2259, 4995
2259, 4996
2258, 4997
2258, 4998
2259, 4999
2259, 5000
2259, 5001
2259, 5002
2258, 5003
2258, 5004
2259, 5005
2259, 5006
2259, 5007
2259, 5008
2258, 5009
2258, 5010
2258, 5011
2259, 5012
2259, 5013
2259, 5014
2259, 5015
2258, 5016
2258, 5017
2258, 5018
2259, 5019
2259, 5020
2259, 5021
2259, 5022
2258, 5023
2259, 5024
2259, 5025
2259, 5026
2259, 5027
2259, 5028
2259, 5029
2259, 5030
2259, 5031
2259, 5032
2259, 5033
2258, 5034
2259, 5035
2259, 5036
2259, 5037
2259, 5038
2259, 5039
2259, 5040
2259, 5041
2259, 5042
2259, 5043
2259, 5044
2258, 5045
2258, 5046
2258, 5047
2259, 5048
2260, 5049
2259, 5050
2259, 5051
2259, 5052
2259, 5053
2259, 5054
2259, 5055
2259, 5056
2258, 5057
2259, 5058
2259, 5059
2259, 5060
2259, 5061
2259, 5062
2259, 5063
2258, 5064
2258, 5065
2259, 5066
2259, 5067
2259, 5068
2259, 5069
2259, 5070
2258, 5071
2259, 5072
2259, 5073
2259, 5074
2259, 5075
2259, 5076
2259, 5077
2259, 5078
2259, 5079
2259, 5080
2259, 5081
