CPU,GPU,RAM,Moves,Loop
93.1,0.0,1.483382784,34,17
96.9,0.0,1.536483328,35,17
92.8,0.0,1.4769152,36,17
94.4,0.0,1.484398592,37,17
96.8,0.0,1.575645184,38,17
91.4,0.0,1.47843072,39,17
94.8,0.0,1.480503296,40,17
95.9,0.0,1.479286784,41,17
55.1,0.0,1.403154432,1,18
61.2,0.0,1.405599744,2,18
57.6,0.0,1.403465728,3,18
56.1,0.0,1.403711488,4,18
56.5,0.0,1.410527232,5,18
61.0,0.0,1.407197184,6,18
54.8,0.0,1.402249216,7,18
59.2,0.0,1.402867712,8,18
44.4,0.0,1.402109952,9,18
53.7,0.0,1.405353984,10,18
57.9,0.0,1.428119552,11,18
58.3,0.0,1.409196032,12,18
57.2,0.0,1.409314816,13,18
52.4,0.0,1.409716224,14,18
57.3,0.0,1.410220032,15,18
46.2,0.0,1.409961984,16,18
54.1,0.0,1.413382144,17,18
58.9,0.0,1.416118272,18,18
57.6,0.0,1.416380416,19,18
54.7,0.0,1.410895872,20,18
53.6,0.0,1.411182592,21,18
51.7,0.0,1.411948544,22,18
59.1,0.0,1.417383936,23,18
51.8,0.0,1.413685248,24,18
58.2,0.0,1.41697024,25,18
62.5,0.0,1.419935744,26,18
57.9,0.0,1.415708672,27,18
56.3,0.0,1.415729152,28,18
51.9,0.0,1.41494272,29,18
50.8,0.0,1.414987776,30,18
53.7,0.0,1.421078528,31,18
51.0,0.0,1.419804672,32,18
50.3,0.0,1.421094912,33,18
48.1,0.0,1.42082048,34,18
47.7,0.0,1.42123008,35,18
51.3,0.0,1.421606912,36,18
47.5,0.0,1.421754368,37,18
47.2,0.0,1.422385152,38,18
48.9,0.0,1.425281024,39,18
61.6,0.0,1.385631744,40,18
65.8,0.0,1.355358208,1,19
56.0,0.0,1.35507968,2,19
57.0,0.0,1.356689408,3,19
56.8,0.0,1.35704576,4,19
56.3,0.0,1.356832768,5,19
58.4,0.0,1.357488128,6,19
64.5,0.0,1.357058048,7,19
63.0,0.0,1.344831488,8,19
57.7,0.0,1.344954368,9,19
58.9,0.0,1.35073792,10,19
59.0,0.0,1.345900544,11,19
62.2,0.0,1.351917568,12,19
62.7,0.0,1.345536,13,19
53.1,0.0,1.345798144,14,19
56.6,0.0,1.348632576,15,19
63.9,0.0,1.354358784,16,19
63.4,0.0,1.348288512,17,19
56.1,0.0,1.346326528,18,19
56.9,0.0,1.346506752,19,19
58.9,0.0,1.346732032,20,19
60.9,0.0,1.34791168,21,19
55.3,0.0,1.348427776,22,19
59.5,0.0,1.348722688,23,19
62.6,0.0,1.348046848,24,19
61.1,0.0,1.355567104,25,19
61.5,0.0,1.347817472,26,19
56.7,0.0,1.348571136,27,19
50.3,0.0,1.34905856,28,19
56.0,0.0,1.349881856,29,19
51.8,0.0,1.349890048,30,19
50.3,0.0,1.34991872,31,19
49.7,0.0,1.350172672,32,19
51.9,0.0,1.350852608,33,19
49.6,0.0,1.350959104,34,19
51.7,0.0,1.3508608,35,19
49.6,0.0,1.351204864,36,19
51.5,0.0,1.350938624,37,19
