=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.04 15:39:28 =~=~=~=~=~=~=~=~=~=~=~=
---------
Raw Input, Time, Started
4090,2673022,0
4090,2674753,0
4090,2676476,0
4090,2678220,0
4090,2679954,0
4090,2681699,0
4090,2683447,0
4090,2685168,0
4090,2686912,0
4090,2688631,0
4090,2690377,0
4090,2692121,0
4090,2693853,0
4090,2695585,0
4090,2697314,0
4090,2699066,0
4090,2700799,0
4090,2702544,0
4090,2704278,0
4090,2706022,0
4090,2707773,0
4090,2709493,0
4090,2711225,0
4090,2712959,0
4090,2714701,0
4090,2716443,0
4090,2718183,0
4090,2719913,0
4090,2721650,0
4090,2723399,0
4090,2725143,0
4090,2726875,0
4090,2728606,0
4090,2730348,0
4090,2732087,0
4090,2733808,0
4090,2735552,0
4090,2737284,0
4090,2739028,0
4090,2740780,0
4090,2742504,0
4090,2744246,0
4090,2745970,0
4090,2747722,0
4090,2749464,0
4090,2751206,0
4090,2752946,0
4090,2754670,0
4090,2756417,0
4090,2758158,0
4090,2759892,0
4090,2761624,0
4090,2763368,0
4090,2765120,0
4090,2766842,0
4090,2768574,0
4090,2770305,0
4090,2772047,0
4090,2773796,0
4090,2775531,0
4090,2777261,0
4090,2778994,0
4090,2780746,0
4090,2782490,0
4090,2784231,0
4090,2785973,0
4090,2787707,0
4090,2789441,0
4090,2791164,0
4090,2792908,0
4090,2794643,0
4090,2796387,0
4090,2798139,0
4090,2799862,0
4090,2801605,0
4090,2803324,0
4090,2805070,0
4090,2806822,0
4090,2808557,0
4090,2810299,0
4090,2812021,0
4090,2813765,0
4090,2815510,0
4090,2817244,0
4090,2818978,0
4090,2820720,0
4090,2822471,0
4090,2824192,0
4090,2825914,0
4090,2827649,0
4090,2829393,0
4090,2831142,0
4090,2832875,0
4090,2834605,0
4090,2836339,0
4090,2838091,0
4090,2839833,0
4090,2841576,0
4090,2843321,0
4090,2845055,0
4090,2846788,0
4090,2848539,0
4090,2850279,0
4090,2852021,0
4090,2853755,0
4090,2855503,0
4090,2857253,0
4090,2858974,0
4090,2860713,0
4090,2862459,0
4090,2864206,0
4090,2865958,0
4090,2867691,0
4090,2869420,0
4090,2871154,0
4090,2872906,0
4090,2874650,0
4090,2876390,0
4090,2878133,0
4090,2879867,0
4090,2881602,0
4090,2883321,0
4090,2885062,0
4090,2886794,0
4090,2888535,0
4090,2890287,0
4090,2892007,0
4090,2893748,0
4090,2895475,0
4090,2897226,0
4090,2898968,0
4090,2900710,0
4090,2902453,0
4090,2904175,0
4090,2905922,0
4090,2907663,0
4090,2909396,0
4090,2911128,0
4090,2912873,0
4090,2914622,0
4090,2916346,0
4090,2918075,0
4090,2919810,0
4090,2921555,0
4090,2923304,0
4090,2925040,0
4090,2926769,0
4090,2928499,0
4090,2930251,0
4090,2931992,0
4090,2933736,0
4090,2935481,0
4090,2937216,0
4090,2938948,0
4090,2940669,0
4090,2942411,0
4090,2944144,0
4090,2945887,0
4090,2947639,0
4090,2949360,0
4090,2951102,0
4090,2952823,0
4090,2954570,0
4090,2956311,0
4090,2958045,0
4090,2959777,0
4090,2961509,0
4090,2963259,0
4090,2964991,0
4090,2966733,0
4090,2968467,0
4090,2970211,0
4090,2971963,0
4090,2973684,0
4090,2975415,0
4090,2977150,0
4090,2978892,0
4090,2980633,0
4090,2982366,0
4090,2984089,0
4090,2985818,0
4090,2987570,0
4090,2989306,0
4090,2991048,0
4090,2992782,0
4090,2994524,0
4090,2996264,0
4090,2997987,0
4090,2999729,0
4090,3001467,0
4090,3003214,0
4090,3004966,0
4090,3006687,0
4090,3008432,0
4090,3010161,0
4090,3011913,0
4090,3013655,0
4090,3015399,0
4090,3017141,0
4090,3018864,0
4090,3020614,0
4090,3022357,0
4090,3024091,0
4090,3025825,0
4090,3027565,0
4090,3029317,0
4090,3031050,0
4090,3032773,0
4090,3034508,0
4090,3036253,0
4090,3038005,0
4090,3039739,0
4090,3041470,0
4090,3043189,0
4090,3044939,0
4090,3046682,0
4090,3048422,0
4090,3050161,0
4090,3051899,0
4090,3053634,0
4090,3055357,0
4090,3057100,0
4090,3058833,0
4090,3060578,0
4090,3062330,0
4090,3064052,0
4090,3065794,0
4090,3067514,0
4090,3069263,0
4090,3071016,0
4090,3072751,0
4090,3074492,0
4090,3076214,0
4090,3077953,0
4090,3079695,0
4090,3081427,0
4090,3083162,0
4090,3084904,0
4090,3086655,0
4090,3088376,0
4090,3090105,0
4090,3091840,0
4090,3093584,0
4090,3095334,0
4090,3097067,0
4090,3098797,0
4090,3100529,0
4090,3102282,0
4090,3104027,0
4090,3105767,0
4090,3107508,0
4090,3109244,0
4090,3110979,0
4090,3112700,0
4090,3114445,0
4090,3116179,0
4090,3117924,0
4090,3119676,0
4090,3121398,0
4090,3123140,0
4090,3124863,0
4090,3126607,0
4090,3128349,0
4090,3130087,0
4090,3131828,0
4090,3133551,0
4090,3135301,0
4090,3137046,0
4090,3138779,0
4090,3140514,0
4090,3142256,0
4090,3144008,0
4090,3145740,0
4090,3147461,0
4090,3149196,0
4090,3150941,0
4090,3152691,0
4090,3154424,0
4090,3156157,0
4090,3157879,0
4090,3159627,0
4090,3161370,0
4090,3163111,0
4090,3164854,0
4090,3166589,0
4090,3168319,0
4090,3170043,0
4090,3171785,0
4090,3173518,0
4090,3175264,0
4090,3177016,0
4090,3178740,0
4090,3180482,0
4090,3182202,0
4090,3183947,0
4090,3185690,0
4090,3187431,0
4090,3189174,0
4090,3190894,0
4090,3192642,0
4090,3194385,0
4090,3196119,0
4090,3197852,0
4090,3199597,0
4090,3201351,0
4090,3203071,0
4090,3204802,0
4090,3206536,0
4090,3208280,0
4090,3210031,0
4090,3211764,0
4090,3213496,0
4090,3215217,0
4090,3216969,0
4090,3218713,0
4090,3220456,0
4090,3222201,0
4090,3223935,0
4090,3225668,0
4090,3227419,0
4090,3229159,0
4090,3230901,0
4090,3232636,0
4090,3234383,0
4090,3236135,0
4090,3237858,0
4090,3239592,0
4090,3241332,0
4090,3243084,0
4090,3244826,0
4090,3246566,0
4090,3248296,0
4090,3250033,0
4090,3251785,0
4090,3253527,0
4090,3255260,0
4090,3256995,0
4090,3258734,0
4090,3260475,0
4090,3262198,0
4090,3263941,0
4090,3265676,0
4090,3267421,0
4090,3269173,0
4090,3270894,0
4090,3272639,0
4090,3274361,0
4090,3276106,0
4090,3277849,0
4090,3279581,0
4090,3281312,0
4090,3283038,0
4090,3284789,0
4090,3286524,0
4090,3288265,0
4090,3289996,0
4090,3291734,0
4090,3293483,0
4090,3295206,0
4090,3296937,0
4090,3298678,0
4090,3300429,0
4090,3302170,0
4090,3303911,0
4090,3305640,0
4090,3307376,0
4090,3309125,0
4090,3310869,0
4090,3312602,0
4090,3314336,0
4090,3316080,0
4090,3317819,0
4090,3319542,0
4090,3321286,0
4090,3323020,0
4090,3324762,0
4090,3326514,0
4090,3328237,0
4090,3329978,0
4090,3331699,0
4090,3333450,0
4090,3335191,0
4090,3336924,0
4090,3338658,0
4090,3340390,0
4090,3342141,0
4090,3343885,0
4090,3345618,0
4090,3347352,0
4090,3349096,0
4090,3350848,0
4090,3352568,0
4090,3354298,0
4090,3356032,0
4090,3357776,0
4090,3359525,0
4090,3361258,0
4090,3362990,0
4090,3364721,0
4090,3366472,0
4090,3368213,0
4090,3369946,0
4090,3371679,0
4090,3373421,0
4090,3375161,0
4090,3376884,0
4090,3378625,0
4090,3380357,0
4090,3382101,0
4090,3383852,0
4090,3385572,0
4090,3387317,0
4090,3389041,0
4090,3390793,0
4090,3392535,0
4090,3394267,0
4090,3396001,0
4090,3397732,0
4090,3399484,0
4090,3401226,0
4090,3402959,0
4090,3404693,0
4090,3406433,0
4090,3408184,0
4090,3409904,0
4090,3411636,0
4090,3413370,0
4090,3415115,0
4090,3416857,0
4090,3418600,0
4090,3420332,0
4090,3422066,0
4090,3423818,0
4090,3425563,0
4090,3427304,0
4090,3429048,0
4090,3430780,0
4090,3432510,0
4090,3434230,0
4090,3435975,0
4090,3437710,0
4090,3439455,0
4090,3441207,0
4090,3442928,0
4090,3444672,0
4090,3446391,0
4090,3448138,0
4090,3449880,0
4090,3451612,0
4090,3453347,0
4090,3455074,0
4090,3456827,0
4090,3458559,0
4090,3460301,0
4090,3462035,0
4090,3463779,0
4090,3465531,0
4090,3467252,0
4090,3468984,0
4090,3470715,0
4090,3472463,0
4090,3474212,0
4090,3475948,0
4090,3477678,0
4090,3479410,0
4090,3481160,0
4090,3482903,0
4090,3484647,0
4090,3486389,0
4090,3488123,0
4090,3489857,0
4090,3491580,0
4090,3493324,0
4090,3495056,0
4090,3496800,0
4090,3498552,0
4090,3500273,0
4090,3502016,0
4090,3503736,0
4090,3505486,0
4090,3507238,0
4090,3508971,0
4090,3510715,0
4090,3512435,0
4090,3514177,0
4090,3515920,0
4090,3517656,0
4090,3519391,0
4090,3521131,0
4090,3522883,0
4090,3524606,0
4090,3526337,0
4090,3528072,0
4090,3529816,0
4090,3531567,0
4090,3533303,0
4090,3535032,0
4090,3536755,0
4090,3538506,0
4090,3540248,0
4090,3541991,0
4090,3543734,0
4090,3545466,0
4090,3547198,0
4090,3548919,0
4090,3550661,0
4090,3552396,0
4090,3554136,0
4090,3555888,0
4090,3557609,0
4090,3559351,0
4090,3561074,0
4090,3562826,0
4090,3564568,0
4090,3566301,0
4090,3568036,0
4090,3569763,0
4090,3571513,0
4090,3573246,0
4090,3574989,0
4090,3576724,0
4090,3578469,0
4090,3580219,0
4090,3581940,0
4090,3583670,0
4090,3585405,0
4090,3587146,0
4090,3588890,0
4090,3590631,0
4090,3592360,0
4090,3594097,0
4090,3595849,0
4090,3597591,0
4090,3599325,0
4090,3601060,0
4090,3602802,0
4090,3604541,0
4090,3606264,0
4090,3608005,0
4090,3609739,0
4090,3611482,0
4090,3613234,0
4090,3614957,0
4090,3616699,0
4090,3618422,0
4090,3620174,0
4090,3621925,0
4090,3623658,0
4090,3625403,0
4090,3627125,0
4090,3628869,0
4090,3630613,0
4090,3632346,0
4090,3634081,0
4090,3635825,0
4090,3637577,0
4090,3639307,0
4090,3641030,0
4090,3642765,0
4090,3644510,0
4090,3646259,0
4090,3647992,0
4090,3649723,0
4090,3651445,0
4090,3653194,0
4090,3654936,0
4090,3656669,0
4090,3658401,0
4090,3660142,0
4090,3661883,0
4090,3663606,0
4090,3665348,0
4090,3667083,0
4090,3668825,0
4090,3670577,0
4090,3672301,0
4090,3674044,0
4090,3675766,0
4090,3677518,0
4090,3679271,0
4090,3681005,0
4090,3682749,0
4090,3684469,0
4090,3686214,0
4090,3687957,0
4090,3689690,0
4090,3691423,0
4090,3693165,0
4090,3694917,0
4090,3696638,0
4090,3698370,0
4090,3700104,0
4090,3701849,0
4090,3703600,0
4090,3705333,0
4090,3707064,0
4090,3708786,0
4090,3710538,0
4090,3712283,0
4090,3714023,0
4090,3715765,0
4090,3717499,0
4090,3719234,0
4090,3720957,0
4090,3722699,0
4090,3724431,0
4090,3726176,0
4090,3727926,0
4090,3729647,0
4090,3731388,0
4090,3733108,0
4090,3734863,0
4090,3736615,0
4090,3738351,0
4090,3740093,0
4090,3741813,0
4090,3743558,0
4090,3745301,0
4090,3747036,0
4090,3748769,0
4090,3750514,0
4090,3752266,0
4090,3753996,0
4090,3755717,0
4090,3757453,0
4090,3759198,0
4090,3760951,0
4090,3762687,0
4090,3764417,0
4090,3766137,0
4090,3767887,0
4090,3769637,0
4090,3771370,0
4090,3773112,0
4090,3774845,0
4090,3776575,0
4090,3778298,0
4090,3780040,0
4090,3781774,0
4090,3783519,0
4090,3785272,0
4090,3786993,0
4090,3788736,0
4090,3790457,0
4090,3792206,0
4090,3793958,0
4090,3795691,0
4090,3797433,0
4090,3799156,0
4090,3800899,0
4090,3802641,0
4090,3804374,0
4090,3806109,0
4090,3807849,0
4090,3809602,0
4090,3811322,0
4090,3813055,0
4090,3814787,0
4090,3816532,0
4090,3818284,0
4090,3820018,0
4090,3821750,0
4090,3823476,0
4090,3825228,0
4090,3826981,0
4090,3828715,0
4090,3830458,0
4090,3832191,0
4090,3833924,0
4090,3835645,0
4090,3837388,0
4090,3839124,0
4090,3840870,0
4090,3842619,0
4090,3844342,0
4090,3846086,0
4090,3847808,0
4090,3849552,0
4090,3851302,0
4090,3853038,0
4090,3854779,0
4090,3856502,0
4090,3858241,0
4090,3859982,0
4090,3861716,0
4090,3863450,0
4090,3865195,0
4090,3866945,0
4090,3868666,0
4090,3870398,0
4090,3872134,0
4090,3873873,0
4090,3875622,0
4090,3877356,0
4090,3879086,0
4090,3880818,0
4090,3882568,0
4090,3884310,0
4090,3886044,0
4090,3887779,0
4090,3889524,0
4090,3891264,0
4090,3892984,0
4090,3894726,0
4090,3896460,0
4090,3898204,0
4090,3899957,0
4090,3901678,0
4090,3903423,0
4090,3905148,0
4090,3906890,0
4090,3908632,0
4090,3910376,0
4090,3912121,0
4090,3913844,0
4090,3915586,0
4090,3917329,0
4090,3919062,0
4090,3920797,0
4090,3922542,0
4090,3924292,0
4090,3926013,0
4090,3927744,0
4090,3929479,0
4090,3931224,0
4090,3932977,0
4090,3934710,0
4090,3936442,0
4090,3938164,0
4090,3939916,0
4090,3941670,0
4090,3943406,0
4090,3945148,0
4090,3946882,0
4090,3948614,0
4090,3950367,0
4090,3952103,0
4090,3953845,0
4090,3955580,0
4090,3957327,0
4090,3959079,0
4090,3960803,0
4090,3962537,0
4090,3964279,0
4090,3966027,0
4090,3967769,0
4090,3969503,0
4090,3971226,0
4090,3972955,1
4090,3974707,1
4090,3976440,1
4092,3978182,1
4095,3979917,1
0,3981662,1
1,3983185,1
4,3984722,1
7,3986257,1
10,3987790,1
11,3989366,1
13,3990965,1
16,3992547,1
18,3994145,1
20,3995724,1
24,3997322,1
29,3998913,1
33,4000495,1
35,4002094,1
37,4003669,1
42,4005265,1
46,4006851,1
52,4008431,1
56,4010019,1
60,4011597,1
62,4013196,1
69,4014787,1
77,4016356,1
80,4017955,1
83,4019546,1
90,4021141,1
100,4022732,1
103,4024390,1
106,4026047,1
115,4027718,1
124,4029387,1
127,4031059,1
134,4032724,1
145,4034382,1
150,4036052,1
156,4037723,1
165,4039400,1
173,4041062,1
180,4042729,1
188,4044397,1
196,4046077,1
205,4047756,1
213,4049406,1
221,4051073,1
230,4052730,1
238,4054409,1
247,4056090,1
255,4057767,1
264,4059447,1
272,4061105,1
279,4062772,1
288,4064442,1
296,4066112,1
304,4067785,1
313,4069442,1
321,4071100,1
330,4072771,1
338,4074441,1
347,4076112,1
356,4077778,1
363,4079437,1
371,4081107,1
379,4082779,1
388,4084457,1
397,4086119,1
405,4087787,1
413,4089454,1
421,4091134,1
430,4092813,1
439,4094475,1
447,4096137,1
454,4097804,1
462,4099472,1
471,4101152,1
480,4102823,1
488,4104502,1
496,4106159,1
504,4107827,1
513,4109498,1
522,4111169,1
530,4112841,1
538,4114499,1
545,4116155,1
554,4117824,1
562,4119493,1
570,4121144,1
579,4122802,1
587,4124465,1
595,4126134,1
604,4127805,1
612,4129477,1
621,4131148,1
628,4132806,1
636,4134466,1
645,4136138,1
653,4137808,1
661,4139485,1
670,4141143,1
678,4142822,1
687,4144501,1
695,4146186,1
703,4147856,1
711,4149536,1
719,4151196,1
728,4152878,1
735,4154550,1
744,4156221,1
752,4157891,1
760,4159550,1
769,4161208,1
777,4162878,1
785,4164547,1
793,4166199,1
801,4167856,1
809,4169521,1
817,4171193,1
825,4172864,1
834,4174533,1
842,4176204,1
851,4177860,1
859,4179516,1
867,4181188,1
875,4182859,1
882,4184509,1
891,4186168,1
899,4187827,1
907,4189500,1
915,4191170,1
924,4192841,1
933,4194499,1
941,4196157,1
949,4197830,1
957,4199501,1
965,4201181,1
973,4202849,1
981,4204516,1
989,4206184,1
998,4207864,1
1006,4209545,1
1015,4211284,1
1024,4213035,1
1032,4214758,1
1040,4216490,1
1048,4218234,1
1058,4219979,1
1066,4221721,1
1074,4223463,1
1082,4225194,1
1091,4226930,1
1100,4228682,1
1108,4230426,1
1116,4232166,1
1125,4233905,1
1133,4235642,1
1142,4237374,1
1150,4239095,1
1158,4240840,1
1168,4242573,1
1176,4244315,1
1184,4246067,1
1193,4247788,1
1201,4249531,1
1209,4251253,1
1217,4253002,1
1226,4254744,1
1235,4256487,1
1242,4258228,1
1250,4259951,1
1259,4261697,1
1268,4263439,1
1276,4265172,1
1284,4266906,1
1292,4268645,1
1301,4270397,1
1310,4272117,1
1317,4273849,1
1325,4275581,1
1333,4277322,1
1342,4279066,1
1351,4280807,1
1358,4282536,1
1366,4284273,1
1375,4286024,1
1383,4287766,1
1391,4289512,1
1399,4291257,1
1408,4292991,1
1416,4294723,1
1424,4296446,1
1432,4298190,1
1440,4299925,1
1448,4301670,1
1456,4303421,1
1464,4305142,1
1473,4306883,1
1481,4308602,1
1489,4310346,1
1496,4312089,1
1505,4313831,1
1513,4315573,1
1521,4317296,1
1529,4319046,1
1537,4320788,1
1546,4322521,1
1554,4324253,1
1562,4325995,1
1570,4327747,1
1579,4329468,1
1587,4331201,1
1594,4332933,1
1602,4334677,1
1611,4336427,1
1619,4338162,1
1627,4339891,1
1635,4341618,1
1643,4343368,1
1651,4345109,1
1659,4346842,1
1668,4348577,1
1675,4350319,1
1684,4352059,1
1692,4353779,1
1700,4355520,1
1708,4357254,1
1717,4358996,1
1725,4360743,1
1733,4362466,1
1741,4364207,1
1749,4365936,1
1758,4367688,1
1766,4369432,1
1773,4371165,1
1782,4372900,1
1791,4374627,1
1799,4376380,1
1807,4378124,1
1815,4379857,1
1825,4381592,1
1832,4383332,1
1840,4385084,1
1848,4386808,1
1857,4388537,1
1866,4390271,1
1874,4392014,1
1882,4393766,1
1891,4395502,1
1899,4397233,1
1907,4398963,1
1915,4400715,1
1924,4402458,1
1932,4404199,1
1940,4405940,1
1949,4407674,1
1957,4409407,1
1966,4411130,1
1974,4412872,1
1983,4414607,1
1992,4416349,1
2000,4418101,1
2008,4419822,1
2016,4421566,1
2025,4423291,1
2034,4425038,1
2042,4426790,1
2050,4428526,1
2058,4430268,1
2068,4431990,1
2076,4433730,1
2084,4435473,1
2092,4437205,1
2100,4438940,1
2110,4440680,1
2118,4442432,1
2126,4444156,1
2134,4445886,1
2143,4447621,1
2152,4449366,1
2160,4451118,1
2168,4452852,1
2177,4454582,1
2185,4456307,1
2194,4458059,1
2202,4459801,1
2211,4461543,1
2219,4463285,1
2227,4465021,1
2236,4466751,1
2245,4468475,1
2253,4470217,1
2261,4471950,1
2269,4473695,1
2279,4475448,1
2287,4477169,1
2295,4478912,1
2303,4480633,1
2311,4482382,1
2321,4484134,1
2328,4485870,1
2336,4487612,1
2345,4489335,1
2354,4491074,1
2362,4492817,1
2370,4494550,1
2378,4496285,1
2387,4498027,1
2395,4499779,1
2404,4501504,1
2412,4503228,1
2420,4504960,1
2428,4506705,1
2437,4508454,1
2445,4510187,1
2453,4511919,1
2462,4513650,1
2470,4515401,1
2478,4517146,1
2487,4518886,1
2495,4520628,1
2503,4522363,1
2511,4524098,1
2520,4525822,1
2529,4527564,1
2536,4529297,1
2544,4531041,1
2552,4532794,1
2562,4534516,1
2570,4536258,1
2577,4537980,1
2586,4539722,1
2594,4541464,1
2603,4543207,1
2611,4544949,1
2619,4546672,1
2627,4548421,1
2636,4550163,1
2644,4551899,1
2652,4553633,1
2660,4555373,1
2669,4557125,1
2677,4558857,1
2685,4560578,1
2693,4562312,1
2702,4564055,1
2710,4565807,1
2718,4567543,1
2727,4569273,1
2734,4570996,1
2743,4572748,1
2751,4574503,1
2759,4576237,1
2769,4577982,1
2776,4579717,1
2784,4581445,1
2792,4583198,1
2802,4584937,1
2810,4586679,1
2817,4588415,1
2826,4590159,1
2835,4591901,1
2843,4593628,1
2851,4595347,1
2859,4597092,1
2867,4598842,1
2876,4600576,1
2885,4602312,1
2893,4604032,1
2900,4605762,1
2909,4607504,1
2917,4609239,1
2926,4610970,1
2934,4612712,1
2942,4614464,1
2951,4616184,1
2959,4617916,1
2968,4619651,1
2976,4621395,1
2985,4623148,1
2993,4624881,1
3001,4626613,1
3009,4628338,1
3018,4630088,1
3026,4631830,1
3034,4633577,1
3042,4635320,1
3052,4637052,1
