=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.02 16:40:11 =~=~=~=~=~=~=~=~=~=~=~=
182343888.00,---------
Raw Input, Angle, Time, Started
72,366.59,5719890.00,1
56,365.10,5721627.00,1
38,363.52,5723360.00,1
21,362.02,5725091.00,1
3,360.44,5726774.00,1
4081,358.95,5728614.00,1
4063,357.36,5730450.00,1
4045,355.78,5732279.00,1
4026,354.11,5734120.00,1
4007,352.62,5735950.00,1
3989,350.86,5737789.00,1
3971,349.36,5739624.00,1
3952,347.60,5741455.00,1
3935,346.11,5743285.00,1
3915,344.44,5745132.00,1
3898,342.86,5746962.00,1
3879,341.36,5748790.00,1
3863,339.78,5750632.00,1
3844,338.20,5752458.00,1
3827,336.62,5754283.00,1
3809,335.03,5756124.00,1
3791,333.45,5757947.00,1
3774,331.96,5759788.00,1
3755,330.37,5761633.00,1
3738,328.79,5763467.00,1
3720,327.38,5765299.00,1
3703,325.71,5767138.00,1
3686,324.22,5768966.00,1
3667,322.64,5770802.00,1
3651,321.14,5772638.00,1
3632,319.56,5774475.00,1
3616,318.07,5776307.00,1
3598,316.48,5778147.00,1
3581,314.99,5779976.00,1
3564,313.49,5781811.00,1
3546,312.00,5783618.00,1
3530,310.51,5785448.00,1
3511,308.92,5787285.00,1
3495,307.43,5789112.00,1
3477,305.93,5790956.00,1
3460,304.35,5792781.00,1
3443,302.86,5794616.00,1
3425,301.27,5796458.00,1
3408,299.78,5798287.00,1
3390,298.29,5800121.00,1
3373,296.70,5801959.00,1
3355,295.21,5803783.00,1
3338,293.63,5805619.00,1
3320,292.13,5807464.00,1
3304,290.55,5809299.00,1
3286,289.05,5811126.00,1
3267,287.47,5812967.00,1
3250,285.98,5814799.00,1
3232,284.40,5816634.00,1
3216,282.90,5818469.00,1
3198,281.32,5820297.00,1
3179,279.74,5822135.00,1
3162,278.24,5823979.00,1
3144,276.66,5825811.00,1
3128,275.16,5827640.00,1
3108,273.49,5829480.00,1
3092,272.00,5831304.00,1
3073,270.51,5833117.00,1
3056,268.84,5834946.00,1
3039,267.34,5836780.00,1
3021,265.76,5838615.00,1
3003,264.18,5840442.00,1
2984,262.59,5842284.00,1
2968,261.10,5844114.00,1
2949,259.52,5845939.00,1
2932,257.93,5847782.00,1
2914,256.35,5849615.00,1
2897,254.77,5851452.00,1
2879,253.27,5853287.00,1
2860,251.69,5855116.00,1
2843,250.11,5856949.00,1
2825,248.62,5858794.00,1
2808,247.03,5860626.00,1
2790,245.45,5862453.00,1
2772,243.87,5864295.00,1
2755,242.37,5866122.00,1
2736,240.79,5867949.00,1
2720,239.30,5869783.00,1
2701,237.71,5871607.00,1
2684,236.13,5873440.00,1
2666,234.73,5875266.00,1
2650,233.14,5877105.00,1
2632,231.56,5878940.00,1
2615,229.98,5880760.00,1
2597,228.48,5882601.00,1
2579,226.90,5884429.00,1
2562,225.41,5886253.00,1
2545,223.91,5888066.00,1
2527,222.33,5889902.00,1
2510,220.84,5891736.00,1
2492,219.16,5893563.00,1
2474,217.76,5895403.00,1
2456,216.09,5897229.00,1
2439,214.68,5899059.00,1
2421,213.10,5900901.00,1
2404,211.60,5902730.00,1
2387,210.02,5904552.00,1
2369,208.44,5906362.00,1
2352,206.95,5908203.00,1
2333,205.27,5910030.00,1
2316,203.78,5911866.00,1
2298,202.20,5913700.00,1
2281,200.70,5915527.00,1
2263,199.12,5917343.00,1
2245,197.54,5919162.00,1
2227,195.96,5921005.00,1
2209,194.46,5922828.00,1
2191,192.79,5924659.00,1
2173,191.30,5926500.00,1
2156,189.71,5928330.00,1
2138,188.22,5930162.00,1
2120,186.55,5931998.00,1
2102,184.97,5933820.00,1
2084,183.38,5935645.00,1
2067,181.98,5937470.00,1
2049,180.31,5939303.00,1
2031,178.73,5941132.00,1
2013,177.14,5942964.00,1
1995,175.56,5944807.00,1
1977,174.07,5946638.00,1
1959,172.40,5948460.00,1
1941,170.90,5950292.00,1
1924,169.32,5952116.00,1
1906,167.82,5953941.00,1
1889,166.24,5955771.00,1
1871,164.75,5957606.00,1
1854,163.16,5959431.00,1
1836,161.67,5961266.00,1
1820,160.18,5963101.00,1
1801,158.51,5964923.00,1
1784,157.01,5966759.00,1
1766,155.43,5968593.00,1
1749,154.02,5970419.00,1
1732,152.44,5972243.00,1
1715,150.95,5974069.00,1
1698,149.45,5975910.00,1
1679,147.87,5977735.00,1
1663,146.37,5979562.00,1
1646,144.97,5981398.00,1
1629,143.38,5983224.00,1
1612,141.89,5985056.00,1
1595,140.31,5986877.00,1
1577,138.90,5988716.00,1
1560,137.32,5990541.00,1
1543,135.82,5992371.00,1
1525,134.33,5994210.00,1
1509,132.84,5996039.00,1
1491,131.34,5997870.00,1
1474,129.76,5999676.00,1
1457,128.35,6001513.00,1
1440,126.77,6003340.00,1
1423,125.36,6005166.00,1
1406,123.78,6007002.00,1
1389,122.29,6008823.00,1
1372,120.79,6010654.00,1
1354,119.30,6012476.00,1
1338,117.80,6014313.00,1
1319,116.22,6016139.00,1
1302,114.64,6017964.00,1
1284,113.14,6019803.00,1
1268,111.65,6021627.00,1
1250,110.15,6023459.00,1
1232,108.48,6025272.00,1
1215,107.08,6027110.00,1
1197,105.41,6028926.00,1
1179,103.91,6030761.00,1
1162,102.33,6032598.00,1
1144,100.75,6034426.00,1
1126,99.25,6036256.00,1
1109,97.67,6038030.00,1
1092,96.18,6039815.00,1
1073,94.59,6041594.00,1
1056,93.10,6043375.00,1
1038,91.60,6045165.00,1
1021,90.02,6046957.00,1
1004,88.44,6048740.00,1
986,86.86,6050482.00,1
969,85.36,6052207.00,1
952,83.87,6053940.00,1
935,82.37,6055673.00,1
918,80.97,6057404.00,1
901,79.38,6059130.00,1
884,77.98,6060866.00,1
867,76.40,6062598.00,1
850,74.90,6064326.00,1
833,73.49,6066045.00,1
816,71.91,6067780.00,1
799,70.51,6069515.00,1
782,68.92,6071239.00,1
765,67.52,6072967.00,1
748,65.93,6074699.00,1
731,64.53,6076413.00,1
714,62.95,6078150.00,1
697,61.45,6079886.00,1
679,59.96,6081608.00,1
663,58.46,6083342.00,1
645,57.05,6085061.00,1
629,55.47,6086791.00,1
611,53.98,6088517.00,1
595,52.57,6090252.00,1
578,50.99,6091979.00,1
561,49.58,6093708.00,1
544,48.00,6095425.00,1
528,46.59,6097146.00,1
511,45.10,6098873.00,1
493,43.60,6100603.00,1
477,42.11,6102337.00,1
459,40.70,6104056.00,1
443,39.12,6105783.00,1
426,37.71,6107513.00,1
409,36.13,6109242.00,1
392,34.64,6110974.00,1
374,33.14,6112703.00,1
357,31.56,6114443.00,1
340,30.15,6116162.00,1
322,28.48,6117899.00,1
305,26.99,6119626.00,1
288,25.49,6121355.00,1
271,24.00,6123074.00,1
255,22.59,6124799.00,1
238,21.10,6126523.00,1
223,19.87,6128249.00,1
209,18.55,6129981.00,1
195,17.32,6131701.00,1
183,16.18,6133432.00,1
171,15.21,6135161.00,1
158,13.98,6136890.00,1
150,13.27,6138615.00,1
138,12.22,6140346.00,1
131,11.60,6142071.00,1
119,10.46,6143800.00,1
115,10.20,6145532.00,1
105,9.32,6147261.00,1
102,9.05,6148934.00,1
95,8.44,6150555.00,1
93,8.26,6152191.00,1
86,7.65,6153835.00,1
85,7.56,6155476.00,1
81,7.12,6157106.00,1
80,7.03,6158742.00,1
79,6.95,6160364.00,0
77,6.77,6162001.00,1
79,6.95,6163636.00,0
77,6.77,6165270.00,1
79,6.95,6166920.00,0
77,6.77,6168543.00,1
79,6.95,6170171.00,0
77,6.77,6171811.00,1
78,6.95,6173452.00,0
77,6.77,6175098.00,0
78,6.86,6176725.00,0
77,6.77,6178355.00,1
78,6.86,6179996.00,0
78,6.77,6181638.00,0
78,6.86,6183275.00,0
77,6.77,6184911.00,0
78,6.86,6186544.00,0
78,6.77,6188186.00,0
78,6.86,6189824.00,1
77,6.77,6191457.00,0
78,6.86,6193093.00,0
78,6.77,6194726.00,0
78,6.86,6196371.00,1
78,6.77,6198013.00,0
78,6.86,6199649.00,0
78,6.86,6201282.00,0
78,6.86,6202909.00,1
78,6.77,6204555.00,0
78,6.86,6206194.00,1
78,6.86,6207834.00,0
78,6.86,6209462.00,1
78,6.86,6211093.00,0
78,6.86,6212728.00,1
78,6.86,6214365.00,0
78,6.86,6215999.00,1
78,6.86,6217624.00,0
78,6.86,6219272.00,1
78,6.86,6220904.00,0
78,6.86,6222540.00,1
78,6.86,6224165.00,0
78,6.86,6225799.00,0
78,6.86,6227437.00,0
78,6.86,6229068.00,0
78,6.86,6230700.00,1
78,6.86,6232337.00,0
78,6.86,6233975.00,1
78,6.86,6235612.00,0
78,6.86,6237239.00,0
78,6.86,6238870.00,0
78,6.86,6240510.00,1
78,6.86,6242143.00,0
78,6.86,6243779.00,0
78,6.86,6245408.00,1
78,6.86,6247045.00,0
78,6.86,6248676.00,1
78,6.86,6250305.00,0
78,6.86,6251933.00,0
78,6.86,6253567.00,0
78,6.86,6255210.00,1
78,6.86,6256846.00,0
78,6.86,6258469.00,0
78,6.86,6260109.00,0
78,6.86,6261728.00,0
78,6.86,6263371.00,1
78,6.86,6265001.00,0
78,6.86,6266635.00,1
78,6.86,6268277.00,0
78,6.86,6269899.00,0
78,6.86,6271522.00,0
78,6.86,6273168.00,1
78,6.86,6274798.00,0
78,6.86,6276430.00,0
78,6.86,6278053.00,1
78,6.86,6279693.00,0
78,6.86,6281323.00,0
78,6.86,6282961.00,0
78,6.86,6284589.00,1
78,6.86,6286223.00,0
78,6.86,6287868.00,0
78,6.86,6289501.00,0
78,6.86,6291141.00,0
78,6.86,6292771.00,1
78,6.86,6294408.00,1
78,6.86,6296044.00,0
78,6.86,6297675.00,0
78,6.86,6299307.00,1
78,6.86,6300945.00,1
78,6.86,6302579.00,0
78,6.86,6304217.00,0
78,6.86,6305844.00,0
78,6.86,6307477.00,1
78,6.86,6309126.00,1
78,6.86,6310756.00,0
78,6.86,6312394.00,0
78,6.86,6314019.00,0
78,6.86,6315653.00,1
78,6.86,6317294.00,1
78,6.86,6318926.00,0
78,6.86,6320554.00,0
78,6.86,6322188.00,1
78,6.86,6323829.00,1
78,6.86,6325470.00,1
78,6.86,6327101.00,0
78,6.86,6328729.00,0
78,6.86,6330364.00,1
78,6.86,6332005.00,1
78,6.86,6333642.00,0
78,6.86,6335266.00,0
78,6.86,6336909.00,0
78,6.86,6338526.00,0
78,6.86,6340158.00,0
78,6.86,6341793.00,0
78,6.86,6343429.00,1
78,6.86,6345062.00,0
78,6.86,6346697.00,0
78,6.86,6348322.00,0
78,6.86,6349967.00,0
78,6.86,6351603.00,1
78,6.86,6353241.00,1
78,6.86,6354869.00,0
78,6.86,6356501.00,0
78,6.86,6358137.00,1
78,6.86,6359780.00,1
78,6.86,6361417.00,0
78,6.86,6363042.00,0
78,6.86,6364683.00,0
78,6.86,6366315.00,0
78,6.86,6367954.00,1
78,6.86,6369584.00,0
78,6.86,6371214.00,0
78,6.86,6372859.00,0
78,6.86,6374490.00,0
78,6.86,6376128.00,1
78,6.86,6377759.00,0
78,6.86,6379397.00,0
78,6.86,6381035.00,0
78,6.86,6382667.00,1
78,6.86,6384300.00,0
78,6.86,6385937.00,0
78,6.86,6387575.00,0
78,6.86,6389216.00,0
78,6.86,6390850.00,0
78,6.86,6392478.00,1
78,6.86,6394122.00,1
78,6.86,6395755.00,0
78,6.86,6397400.00,0
78,6.86,6399029.00,0
78,6.86,6400660.00,1
78,6.86,6402299.00,1
78,6.86,6403930.00,0
78,6.86,6405556.00,0
78,6.86,6407185.00,1
78,6.86,6408823.00,0
78,6.86,6410462.00,0
78,6.86,6412087.00,0
78,6.86,6413715.00,1
78,6.86,6415335.00,0
78,6.86,6416971.00,0
78,6.86,6418601.00,0
78,6.86,6420236.00,0
78,6.86,6421876.00,0
78,6.86,6423499.00,1
78,6.86,6425123.00,0
78,6.86,6426765.00,0
78,6.86,6428398.00,0
78,6.86,6430029.00,1
78,6.86,6431651.00,0
78,6.86,6433291.00,0
78,6.86,6434921.00,1
78,6.86,6436557.00,1
78,6.86,6438180.00,0
78,6.86,6439815.00,1
78,6.86,6441450.00,1
78,6.86,6443080.00,0
78,6.86,6444706.00,0
78,6.86,6446349.00,0
78,6.86,6447980.00,1
78,6.86,6449617.00,0
78,6.86,6451242.00,0
78,6.86,6452876.00,1
78,6.86,6454514.00,1
78,6.86,6456146.00,0
78,6.86,6457774.00,0
78,6.86,6459406.00,1
78,6.86,6461048.00,1
78,6.86,6462687.00,1
78,6.86,6464317.00,0
78,6.86,6465944.00,0
78,6.86,6467579.00,1
78,6.86,6469211.00,0
78,6.86,6470842.00,0
78,6.86,6472470.00,1
78,6.86,6474118.00,1
78,6.86,6475748.00,1
78,6.86,6477387.00,0
78,6.86,6479016.00,0
78,6.86,6480652.00,0
78,6.86,6482281.00,0
78,6.86,6483913.00,0
78,6.86,6485538.00,1
78,6.86,6487182.00,0
78,6.86,6488812.00,0
78,6.86,6490445.00,0
78,6.86,6492067.00,1
78,6.86,6493708.00,1
78,6.86,6495339.00,0
78,6.86,6496978.00,0
78,6.86,6498604.00,0
78,6.86,6500237.00,1
78,6.86,6501879.00,0
78,6.86,6503512.00,0
78,6.86,6505149.00,0
78,6.86,6506782.00,0
78,6.86,6508413.00,1
78,6.86,6510050.00,0
78,6.86,6511684.00,0
78,6.86,6513311.00,1
78,6.86,6514954.00,0
78,6.86,6516586.00,1
78,6.86,6518224.00,0
78,6.86,6519850.00,0
78,6.86,6521484.00,1
78,6.86,6523122.00,1
78,6.86,6524753.00,0
78,6.86,6526380.00,0
78,6.86,6528015.00,1
78,6.86,6529657.00,1
78,6.86,6531294.00,1
78,6.86,6532926.00,0
78,6.86,6534552.00,0
78,6.86,6536187.00,1
78,6.86,6537819.00,0
78,6.86,6539454.00,0
78,6.86,6541079.00,1
78,6.86,6542725.00,1
78,6.86,6544344.00,0
78,6.86,6545972.00,0
78,6.86,6547610.00,1
78,6.86,6549244.00,1
78,6.86,6550878.00,0
78,6.86,6552503.00,1
78,6.86,6554133.00,1
78,6.86,6555766.00,0
78,6.86,6557403.00,0
78,6.86,6559039.00,0
78,6.86,6560666.00,1
78,6.86,6562310.00,1
78,6.86,6563934.00,0
78,6.86,6565568.00,0
78,6.86,6567201.00,1
78,6.86,6568828.00,0
78,6.86,6570465.00,0
78,6.86,6572093.00,1
78,6.86,6573718.00,0
78,6.86,6575357.00,0
78,6.86,6576987.00,0
78,6.86,6578613.00,0
78,6.86,6580243.00,0
78,6.86,6581884.00,0
78,6.86,6583521.00,0
78,6.86,6585149.00,1
78,6.86,6586775.00,0
78,6.86,6588410.00,0
78,6.86,6590042.00,1
78,6.86,6591675.00,0
78,6.86,6593303.00,0
78,6.86,6594951.00,0
78,6.86,6596579.00,1
78,6.86,6598220.00,1
78,6.86,6599848.00,0
78,6.86,6601483.00,0
78,6.86,6603124.00,0
78,6.86,6604746.00,1
78,6.86,6606370.00,0
78,6.86,6608011.00,0
78,6.86,6609643.00,1
78,6.86,6611273.00,0
78,6.86,6612899.00,0
78,6.86,6614540.00,0
78,6.86,6616169.00,1
78,6.86,6617806.00,0
78,6.86,6619428.00,0
78,6.86,6621061.00,1
78,6.86,6622699.00,1
78,6.86,6624329.00,0
78,6.86,6625954.00,1
78,6.86,6627597.00,1
78,6.86,6629228.00,0
78,6.86,6630864.00,0
78,6.86,6632490.00,0
78,6.86,6634122.00,1
78,6.86,6635759.00,0
78,6.86,6637388.00,0
78,6.86,6639012.00,1
78,6.86,6640646.00,0
78,6.86,6642282.00,0
78,6.86,6643919.00,0
78,6.86,6645545.00,1
78,6.86,6647181.00,1
78,6.86,6648800.00,0
78,6.86,6650429.00,1
78,6.86,6652062.00,0
78,6.86,6653694.00,0
78,6.86,6655327.00,0
78,6.86,6656957.00,0
78,6.86,6658584.00,0
78,6.86,6660218.00,0
78,6.86,6661855.00,1
78,6.86,6663488.00,0
78,6.86,6665114.00,0
78,6.86,6666760.00,0
78,6.86,6668389.00,1
78,6.86,6670026.00,1
78,6.86,6671651.00,0
78,6.86,6673287.00,0
78,6.86,6674923.00,0
78,6.86,6676553.00,0
78,6.86,6678178.00,0
78,6.86,6679821.00,0
78,6.86,6681452.00,1
78,6.86,6683088.00,1
78,6.86,6684708.00,0
78,6.86,6686342.00,1
78,6.86,6687979.00,1
78,6.86,6689612.00,0
78,6.86,6691236.00,0
78,6.86,6692872.00,1
78,6.86,6694509.00,1
78,6.86,6696145.00,0
78,6.86,6697770.00,0
78,6.86,6699406.00,1
78,6.86,6701022.00,0
78,6.86,6702654.00,0
78,6.86,6704288.00,1
78,6.86,6705920.00,0
78,6.86,6707548.00,0
78,6.86,6709175.00,1
78,6.86,6710803.00,0
78,6.86,6712441.00,0
78,6.86,6714080.00,0
78,6.86,6715712.00,1
78,6.86,6717339.00,0
78,6.86,6718981.00,0
78,6.86,6720612.00,0
78,6.86,6722249.00,0
78,6.86,6723875.00,0
78,6.86,6725504.00,0
78,6.86,6727136.00,1
78,6.86,6728759.00,0
78,6.86,6730389.00,0
78,6.86,6732038.00,0
78,6.86,6733668.00,0
78,6.86,6735305.00,1
78,6.86,6736931.00,0
78,6.86,6738567.00,0
78,6.86,6740202.00,0
78,6.86,6741833.00,1
78,6.86,6743460.00,0
78,6.86,6745094.00,0
78,6.86,6746731.00,0
78,6.86,6748367.00,1
78,6.86,6749987.00,0
78,6.86,6751629.00,0
78,6.86,6753246.00,0
78,6.86,6754878.00,0
78,6.86,6756512.00,0
78,6.86,6758141.00,1
78,6.86,6759775.00,0
78,6.86,6761405.00,0
78,6.86,6763031.00,1
78,6.86,6764679.00,1
78,6.86,6766312.00,1
78,6.86,6767946.00,0
78,6.86,6769571.00,1
78,6.86,6771210.00,1
78,6.86,6772840.00,0
78,6.86,6774478.00,0
78,6.86,6776100.00,1
78,6.86,6777735.00,1
78,6.86,6779370.00,0
78,6.86,6781000.00,0
78,6.86,6782626.00,1
78,6.86,6784271.00,1
78,6.86,6785900.00,0
78,6.86,6787536.00,0
78,6.86,6789162.00,1
78,6.86,6790794.00,0
78,6.86,6792433.00,0
78,6.86,6794065.00,0
78,6.86,6795693.00,1
78,6.86,6797326.00,0
78,6.86,6798967.00,0
78,6.86,6800607.00,0
78,6.86,6802232.00,0
78,6.86,6803860.00,0
78,6.86,6805480.00,0
78,6.86,6807115.00,1
78,6.86,6808744.00,0
78,6.86,6810380.00,0
78,6.86,6812022.00,0
78,6.86,6813642.00,1
78,6.86,6815267.00,0
78,6.86,6816910.00,0
78,6.86,6818541.00,0
78,6.86,6820172.00,0
78,6.86,6821795.00,0
78,6.86,6823434.00,0
78,6.86,6825067.00,1
78,6.86,6826702.00,0
78,6.86,6828324.00,0
78,6.86,6829961.00,0
78,6.86,6831604.00,1
78,6.86,6833240.00,1
78,6.86,6834878.00,0
78,6.86,6836513.00,0
78,6.86,6838149.00,0
78,6.86,6839786.00,0
78,6.86,6841417.00,1
78,6.86,6843042.00,0
78,6.86,6844683.00,0
78,6.86,6846317.00,0
78,6.86,6847960.00,0
78,6.86,6849588.00,1
78,6.86,6851222.00,0
78,6.86,6852870.00,0
78,6.86,6854501.00,0
78,6.86,6856137.00,0
78,6.86,6857763.00,0
78,6.86,6859400.00,0
78,6.86,6861037.00,0
78,6.86,6862667.00,0
78,6.86,6864293.00,0
78,6.86,6865930.00,0
78,6.86,6867572.00,0
78,6.86,6869214.00,0
78,6.86,6870846.00,0
78,6.86,6872473.00,1
78,6.86,6874106.00,0
78,6.86,6875737.00,0
78,6.86,6877370.00,1
78,6.86,6878999.00,0
78,6.86,6880646.00,0
78,6.86,6882276.00,0
78,6.86,6883916.00,0
78,6.86,6885544.00,1
78,6.86,6887179.00,1
78,6.86,6888810.00,0
78,6.86,6890442.00,0
78,6.86,6892066.00,0
78,6.86,6893709.00,0
78,6.86,6895340.00,0
78,6.86,6896971.00,0
78,6.86,6898594.00,0
78,6.86,6900235.00,0
78,6.86,6901865.00,0
78,6.86,6903501.00,0
78,6.86,6905124.00,0
78,6.86,6906761.00,0
78,6.86,6908398.00,0
78,6.86,6910029.00,1
78,6.86,6911662.00,0
78,6.86,6913303.00,0
78,6.86,6914937.00,0
78,6.86,6916575.00,0
78,6.86,6918205.00,1
78,6.86,6919831.00,0
78,6.86,6921472.00,0
78,6.86,6923102.00,0
78,6.86,6924738.00,1
78,6.86,6926366.00,0
78,6.86,6927997.00,0
78,6.86,6929636.00,0
78,6.86,6931263.00,1
78,6.86,6932889.00,0
78,6.86,6934523.00,0
78,6.86,6936153.00,1
78,6.86,6937786.00,0
78,6.86,6939413.00,0
78,6.86,6941061.00,0
78,6.86,6942680.00,1
78,6.86,6944308.00,0
78,6.86,6945944.00,0
78,6.86,6947580.00,1
78,6.86,6949212.00,1
78,6.86,6950840.00,0
78,6.86,6952470.00,1
78,6.86,6954119.00,0
78,6.86,6955751.00,1
78,6.86,6957385.00,0
78,6.86,6959010.00,0
78,6.86,6960651.00,0
78,6.86,6962281.00,1
78,6.86,6963918.00,0
78,6.86,6965540.00,0
78,6.86,6967173.00,1
78,6.86,6968810.00,1
78,6.86,6970442.00,0
78,6.86,6972066.00,0
78,6.86,6973707.00,1
78,6.86,6975338.00,0
78,6.86,6976977.00,0
78,6.86,6978602.00,0
78,6.86,6980235.00,1
78,6.86,6981871.00,0
78,6.86,6983502.00,0
78,6.86,6985130.00,0
78,6.86,6986764.00,1
78,6.86,6988403.00,1
78,6.86,6990039.00,0
78,6.86,6991666.00,0
78,6.86,6993297.00,1
78,6.86,6994919.00,0
78,6.86,6996555.00,0
78,6.86,6998184.00,1
78,6.86,6999820.00,0
78,6.86,7001460.00,0
78,6.86,7003083.00,0
78,6.86,7004706.00,0
78,6.86,7006349.00,0
78,6.86,7007981.00,0
78,6.86,7009614.00,1
78,6.86,7011236.00,0
78,6.86,7012876.00,0
78,6.86,7014507.00,0
78,6.86,7016143.00,1
78,6.86,7017771.00,0
78,6.86,7019404.00,0
78,6.86,7021046.00,0
78,6.86,7022680.00,0
78,6.86,7024318.00,1
78,6.86,7025953.00,0
78,6.86,7027590.00,0
78,6.86,7029227.00,0
78,6.86,7030858.00,0
78,6.86,7032491.00,1
78,6.86,7034131.00,1
78,6.86,7035767.00,0
78,6.86,7037407.00,0
78,6.86,7039041.00,0
78,6.86,7040671.00,1
78,6.86,7042313.00,1
78,6.86,7043944.00,0
78,6.86,7045584.00,0
78,6.86,7047210.00,0
78,6.86,7048843.00,1
78,6.86,7050479.00,1
78,6.86,7052111.00,0
78,6.86,7053738.00,0
78,6.86,7055370.00,1
78,6.86,7057011.00,0
78,6.86,7058647.00,0
78,6.86,7060274.00,0
78,6.86,7061903.00,1
78,6.86,7063524.00,0
78,6.86,7065164.00,0
78,6.86,7066792.00,1
78,6.86,7068427.00,0
78,6.86,7070069.00,0
78,6.86,7071690.00,1
78,6.86,7073315.00,0
78,6.86,7074958.00,0
78,6.86,7076595.00,0
78,6.86,7078234.00,0
78,6.86,7079862.00,1
78,6.86,7081492.00,0
78,6.86,7083127.00,0
78,6.86,7084764.00,0
78,6.86,7086399.00,0
78,6.86,7088026.00,0
78,6.86,7089672.00,1
78,6.86,7091303.00,0
78,6.86,7092939.00,0
78,6.86,7094564.00,1
78,6.86,7096200.00,0
78,6.86,7097844.00,0
78,6.86,7099481.00,0
78,6.86,7101118.00,0
78,6.86,7102753.00,0
78,6.86,7104388.00,1
78,6.86,7106020.00,0
78,6.86,7107656.00,0
78,6.86,7109282.00,0
78,6.86,7110926.00,1
78,6.86,7112564.00,1
78,6.86,7114201.00,0
78,6.86,7115830.00,0
78,6.86,7117462.00,0
78,6.86,7119110.00,0
78,6.86,7120745.00,0
78,6.86,7122384.00,1
78,6.86,7124010.00,0
78,6.86,7125642.00,0
78,6.86,7127280.00,1
78,6.86,7128910.00,1
78,6.86,7130538.00,0
78,6.86,7132172.00,0
78,6.86,7133815.00,0
78,6.86,7135455.00,1
78,6.86,7137085.00,0
78,6.86,7138713.00,0
78,6.86,7140347.00,0
78,6.86,7141990.00,0
78,6.86,7143631.00,0
78,6.86,7145259.00,0
78,6.86,7146894.00,0
78,6.86,7148516.00,1
78,6.86,7150155.00,1
78,6.86,7151785.00,0
78,6.86,7153418.00,0
78,6.86,7155061.00,0
78,6.86,7156684.00,1
78,6.86,7158316.00,0
78,6.86,7159953.00,0
78,6.86,7161594.00,0
78,6.86,7163228.00,0
78,6.86,7164862.00,1
78,6.86,7166489.00,0
78,6.86,7168136.00,0
78,6.86,7169765.00,0
78,6.86,7171393.00,1
78,6.86,7173021.00,0
78,6.86,7174665.00,0
78,6.86,7176295.00,0
78,6.86,7177934.00,1
78,6.86,7179561.00,0
78,6.86,7181195.00,0
78,6.86,7182835.00,0
78,6.86,7184472.00,0
78,6.86,7186110.00,1
78,6.86,7187743.00,1
78,6.86,7189373.00,0
78,6.86,7191010.00,0
78,6.86,7192641.00,1
78,6.86,7194269.00,0
78,6.86,7195910.00,0
78,6.86,7197540.00,0
78,6.86,7199177.00,0
78,6.86,7200802.00,0
78,6.86,7202438.00,0
78,6.86,7204073.00,0
78,6.86,7205705.00,0
78,6.86,7207332.00,0
78,6.86,7208966.00,0
78,6.86,7210602.00,0
78,6.86,7212241.00,1
78,6.86,7213866.00,0
78,6.86,7215501.00,0
78,6.86,7217120.00,1
78,6.86,7218749.00,0
78,6.86,7220382.00,0
78,6.86,7222012.00,1
78,6.86,7223643.00,0
78,6.86,7225270.00,0
78,6.86,7226902.00,1
78,6.86,7228538.00,1
78,6.86,7230175.00,0
78,6.86,7231807.00,0
78,6.86,7233436.00,0
78,6.86,7235079.00,1
78,6.86,7236708.00,0
78,6.86,7238347.00,0
78,6.86,7239971.00,0
78,6.86,7241609.00,1
78,6.86,7243244.00,0
78,6.86,7244876.00,0
78,6.86,7246507.00,0
78,6.86,7248145.00,1
78,6.86,7249782.00,1
78,6.86,7251418.00,0
78,6.86,7253044.00,0
78,6.86,7254678.00,0
78,6.86,7256326.00,0
78,6.86,7257955.00,1
78,6.86,7259592.00,0
78,6.86,7261218.00,0
78,6.86,7262854.00,0
78,6.86,7264490.00,1
78,6.86,7266120.00,0
78,6.86,7267748.00,0
78,6.86,7269385.00,0
78,6.86,7271027.00,1
78,6.86,7272663.00,1
78,6.86,7274289.00,0
78,6.86,7275922.00,0
78,6.86,7277543.00,0
78,6.86,7279179.00,0
78,6.86,7280809.00,0
78,6.86,7282443.00,1
78,6.86,7284085.00,1
78,6.86,7285705.00,0
78,6.86,7287330.00,1
78,6.86,7288973.00,1
78,6.86,7290605.00,0
78,6.86,7292238.00,0
78,6.86,7293866.00,1
78,6.86,7295505.00,1
78,6.86,7297141.00,0
78,6.86,7298780.00,0
78,6.86,7300415.00,0
78,6.86,7302041.00,1
78,6.86,7303680.00,1
78,6.86,7305306.00,0
78,6.86,7306944.00,0
78,6.86,7308578.00,0
78,6.86,7310215.00,1
78,6.86,7311851.00,1
78,6.86,7313484.00,0
78,6.86,7315119.00,0
78,6.86,7316759.00,0
78,6.86,7318396.00,0
78,6.86,7320037.00,1
78,6.86,7321667.00,0
78,6.86,7323293.00,0
78,6.86,7324935.00,0
78,6.86,7326567.00,1
78,6.86,7328208.00,1
78,6.86,7329834.00,0
78,6.86,7331467.00,0
78,6.86,7333105.00,1
78,6.86,7334737.00,1
78,6.86,7336362.00,0
78,6.86,7337994.00,0
78,6.86,7339639.00,0
78,6.86,7341278.00,1
78,6.86,7342909.00,0
78,6.86,7344538.00,0
78,6.86,7346172.00,0
78,6.86,7347813.00,1
78,6.86,7349456.00,1
78,6.86,7351082.00,0
78,6.86,7352717.00,0
78,6.86,7354340.00,1
78,6.86,7355980.00,1
78,6.86,7357610.00,0
78,6.86,7359242.00,0
