=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.13 15:58:28 =~=~=~=~=~=~=~=~=~=~=~=
30,2705.98,135299.20,1,369,31,369.55,21
107,5080.11,118706.17,1,196,108,196.85,44
199,6920.54,92021.46,1,144,200,144.50,67
287,8307.83,69364.43,1,120,288,120.37,90
377,9519.78,60597.76,1,105,378,105.04,113
463,10548.57,51439.26,1,94,464,94.80,136
553,11527.29,48936.33,1,86,554,86.75,159
639,12004.22,23846.29,1,83,640,83.30,182
729,12004.22,0.00,1,83,730,83.30,205
811,12004.22,0.00,1,83,812,83.30,227
898,12004.22,0.00,1,83,899,83.30,249
981,12004.22,0.00,1,83,982,83.30,271
1068,12004.22,0.00,1,83,1069,83.30,293
1154,12004.22,0.00,1,83,1155,83.30,316
1241,12004.22,0.00,1,83,1242,83.30,338
1327,12004.22,0.00,1,83,1328,83.30,361
1413,12004.22,0.00,1,83,1414,83.30,384
1499,12004.22,0.00,1,83,1500,83.30,406
1581,12004.22,0.00,1,83,1582,83.30,428
1668,12004.22,0.00,1,83,1669,83.30,450
1754,12004.22,0.00,1,83,1755,83.30,473
1844,12004.22,0.00,1,83,1845,83.30,496
1926,12004.22,0.00,1,83,1927,83.30,518
2013,12004.22,0.00,1,83,2014,83.30,540
2099,12004.22,0.00,1,83,2100,83.30,563
2189,12004.22,0.00,1,83,2190,83.30,586
2271,12004.22,0.00,1,83,2272,83.30,608
2357,12004.22,0.00,1,83,2358,83.30,630
2439,12004.22,0.00,1,83,2440,83.30,652
2525,12004.22,0.00,1,83,2526,83.30,674
2607,11923.99,-4011.57,1,83,-592,83.86,696
2697,10981.08,-47145.12,1,91,-502,91.07,719
2782,10009.34,-48587.21,1,99,-417,99.91,742
2872,8865.08,-57212.89,1,112,-327,112.80,765
2962,7549.34,-65787.07,1,132,-237,132.46,789
3050,5989.60,-77986.96,1,166,-149,166.96,812
3140,3778.66,-110547.17,1,264,-59,264.64,835
3192,1341.92,-121836.67,1,745,-7,745.20,858
3200,0.00,-67096.24,1,0,0,2759.85,881
3200,0.00,0.00,1,0,0,2759.85,903
3200,0.00,0.00,1,0,0,2759.85,925
3200,0.00,0.00,1,0,0,2759.85,947
3200,0.00,0.00,1,0,0,2759.85,969
3200,0.00,0.00,1,0,0,2759.85,991
3200,0.00,0.00,1,0,0,2759.85,1013
3200,0.00,0.00,1,0,0,2759.85,1035
3200,0.00,0.00,1,0,0,2759.85,1057
